Business Line,Anonymized_PCP_UID,Anonymized_Facility_UID,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
Minnesota ADAPT,P16,F29,20,19,19,20,18,18,18,17,17,17,17,17
Minnesota ADAPT,P16,F373,8,8,7,8,7,7,8,8,8,9,10,9
Minnesota ADAPT,P16,F374,8,8,7,7,7,8,8,7,8,8,8,8
Minnesota ADAPT,P16,F382,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P16,F453,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P16,F454,21,19,20,19,18,18,20,21,19,20,20,19
Minnesota ADAPT,P16,F455,3,3,3,3,3,3,3,3,3,3,3,4
Minnesota ADAPT,P16,F518,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P16,F519,5,5,5,5,5,5,5,5,5,5,5,5
Minnesota ADAPT,P16,F520,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P16,F521,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P16,F526,50,48,49,49,49,49,50,49,48,48,48,47
Minnesota ADAPT,P16,F575,2,2,2,2,2,2,2,2,2,2,3,3
Minnesota ADAPT,P16,F576,9,9,9,10,9,10,9,9,9,9,9,9
Minnesota ADAPT,P16,F578,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P16,F613,1,1,1,1,1,1,1,1,1,2,2,2
Minnesota ADAPT,P16,F614,3,3,3,3,3,3,2,2,2,2,3,2
Minnesota ADAPT,P16,F615,4,4,4,4,4,4,4,4,4,4,3,3
Minnesota ADAPT,P16,F619,11,11,12,14,14,13,13,13,13,14,14,14
Minnesota ADAPT,P16,F656,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P16,F657,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P16,F658,3,3,3,3,3,2,2,2,2,2,2,2
Minnesota ADAPT,P16,F659,2,2,2,3,2,2,2,2,2,3,3,3
Minnesota ADAPT,P16,F685,4,4,4,4,3,3,3,3,3,3,3,3
Minnesota ADAPT,P16,F686,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P16,F687,4,4,5,5,5,5,5,6,5,6,6,6
Minnesota ADAPT,P16,F719,4,4,4,4,4,4,4,3,3,3,3,3
Minnesota ADAPT,P16,F720,1,1,1,1,0,0,0,0,0,0,1,1
Minnesota ADAPT,P16,F721,2,2,3,3,3,3,3,4,4,4,4,4
Minnesota ADAPT,P16,F722,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P16,F743,2,2,2,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P16,F750,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P16,F751,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P16,F752,5,5,6,6,6,6,6,6,6,6,6,6
Minnesota ADAPT,P16,F753,3,3,3,3,3,3,3,3,3,3,3,2
Minnesota ADAPT,P16,F754,6,5,6,6,6,6,6,6,6,5,5,6
Minnesota ADAPT,P16,F778,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P16,F779,3,3,3,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P16,F812,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P16,F825,3,4,4,4,4,4,4,4,3,2,2,2
Minnesota ADAPT,P16,F886,0,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P16,F894,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P16,F895,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P16,F917,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P16,F918,0,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P16,F919,5,5,5,5,4,4,4,4,4,4,4,4
Minnesota ADAPT,P16,F923,5,6,5,5,6,6,6,6,6,6,6,7
Minnesota ADAPT,P16,F924,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P16,F935,5,5,5,5,4,4,4,4,4,5,5,5
Minnesota ADAPT,P16,F939,1,1,1,1,2,2,2,2,2,1,1,1
Minnesota ADAPT,P16,F951,3,4,4,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P16,F959,0,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P16,F965,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P16,F975,4,4,4,4,4,4,4,4,4,4,4,3
Minnesota ADAPT,P16,F979,4,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P26,F1008,3,2,2,2,2,2,1,1,2,2,2,2
Minnesota ADAPT,P26,F1009,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F1017,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F1018,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P26,F1019,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P26,F1020,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P26,F1023,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F1027,0,0,2,5,8,6,6,5,5,6,6,5
Minnesota ADAPT,P26,F1036,0,0,0,2,4,4,4,2,4,3,3,3
Minnesota ADAPT,P26,F1037,0,0,0,3,5,5,6,6,6,6,6,6
Minnesota ADAPT,P26,F1039,0,0,0,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F1044,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P26,F1046,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F1056,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F1058,0,0,0,0,1,1,3,3,3,3,3,3
Minnesota ADAPT,P26,F1066,1,0,0,0,1,2,2,2,1,1,1,1
Minnesota ADAPT,P26,F1067,0,0,0,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F1068,0,0,0,0,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F167,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P26,F168,56,56,54,52,49,53,48,46,46,46,50,49
Minnesota ADAPT,P26,F283,4,4,4,4,3,3,3,4,4,4,4,4
Minnesota ADAPT,P26,F382,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F44,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P26,F45,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P26,F455,3,3,3,3,3,3,3,3,3,3,3,4
Minnesota ADAPT,P26,F460,4,3,3,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P26,F461,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P26,F467,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P26,F468,2,4,4,4,4,4,4,4,4,4,3,3
Minnesota ADAPT,P26,F469,1,1,1,1,1,1,2,2,2,2,2,2
Minnesota ADAPT,P26,F524,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F525,21,20,21,20,19,20,21,21,21,21,21,21
Minnesota ADAPT,P26,F526,50,48,49,49,49,49,50,49,48,48,48,47
Minnesota ADAPT,P26,F579,5,4,4,3,3,4,5,5,5,5,5,5
Minnesota ADAPT,P26,F580,7,7,8,8,9,8,8,7,6,6,7,6
Minnesota ADAPT,P26,F584,52,53,57,59,61,57,60,60,60,60,59,61
Minnesota ADAPT,P26,F688,3,3,3,3,3,3,3,3,3,4,4,4
Minnesota ADAPT,P26,F694,2,2,2,2,2,2,3,2,2,1,2,2
Minnesota ADAPT,P26,F726,4,5,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P26,F754,6,5,6,6,6,6,6,6,6,5,5,6
Minnesota ADAPT,P26,F798,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F810,1,1,1,1,0,0,0,0,0,0,0,0
Minnesota ADAPT,P26,F812,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F813,2,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P26,F863,5,5,5,5,5,5,5,5,5,5,5,5
Minnesota ADAPT,P26,F864,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P26,F884,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P26,F885,4,4,4,4,4,4,4,4,4,2,2,2
Minnesota ADAPT,P26,F886,0,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F887,4,3,3,3,3,3,3,3,3,3,3,2
Minnesota ADAPT,P26,F899,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P26,F900,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F901,4,4,3,3,4,4,4,4,2,3,3,3
Minnesota ADAPT,P26,F902,4,4,4,4,4,4,3,3,3,3,3,3
Minnesota ADAPT,P26,F916,1,1,1,1,1,1,1,1,1,1,2,2
Minnesota ADAPT,P26,F924,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F941,2,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P26,F942,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P26,F943,1,2,2,2,2,2,2,2,3,3,3,2
Minnesota ADAPT,P26,F952,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F962,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F968,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F978,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P26,F980,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P26,F981,1,1,1,1,1,1,1,1,1,1,1,0
Minnesota ADAPT,P26,F999,0,0,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F1002,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F1015,1,1,1,1,1,1,1,0,0,0,0,0
Minnesota ADAPT,P3,F1022,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F1027,0,0,2,5,8,6,6,5,5,6,6,5
Minnesota ADAPT,P3,F1038,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F1042,0,0,0,3,4,4,4,4,4,4,5,5
Minnesota ADAPT,P3,F1058,0,0,0,0,1,1,3,3,3,3,3,3
Minnesota ADAPT,P3,F1064,3,3,3,3,3,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F1071,0,0,0,0,4,4,4,4,4,4,4,4
Minnesota ADAPT,P3,F1075,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F1076,0,0,0,0,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F1079,0,0,0,0,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F1084,0,0,0,0,0,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F1091,0,0,0,0,0,1,1,1,1,1,1,2
Minnesota ADAPT,P3,F1133,0,0,0,0,0,0,0,0,1,1,1,1
Minnesota ADAPT,P3,F1151,0,0,0,0,0,0,0,0,0,1,1,1
Minnesota ADAPT,P3,F1155,0,0,0,0,0,0,0,0,0,1,1,1
Minnesota ADAPT,P3,F130,5,5,5,5,5,5,5,5,5,5,5,5
Minnesota ADAPT,P3,F131,1,1,1,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F132,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F133,4,4,4,4,4,4,5,4,4,4,4,4
Minnesota ADAPT,P3,F134,14,14,14,14,14,14,14,14,14,14,14,14
Minnesota ADAPT,P3,F221,3,2,2,2,4,6,6,6,6,5,6,5
Minnesota ADAPT,P3,F223,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F242,2,2,2,2,2,2,1,1,0,1,2,2
Minnesota ADAPT,P3,F243,1,1,2,2,2,2,1,1,1,1,1,1
Minnesota ADAPT,P3,F244,3,3,3,3,3,3,2,2,2,2,2,2
Minnesota ADAPT,P3,F245,4,4,4,4,4,4,4,4,3,3,3,3
Minnesota ADAPT,P3,F246,3,3,3,3,2,2,2,3,3,3,3,3
Minnesota ADAPT,P3,F354,4,3,3,3,3,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F355,4,4,4,3,3,3,3,4,3,4,4,4
Minnesota ADAPT,P3,F356,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F357,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F358,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F359,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F397,3,3,3,3,3,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F4,13,11,11,11,11,11,11,10,12,13,11,11
Minnesota ADAPT,P3,F438,4,3,3,2,2,2,2,2,2,4,4,4
Minnesota ADAPT,P3,F5,8,7,6,6,7,6,6,7,7,7,7,6
Minnesota ADAPT,P3,F503,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P3,F504,3,3,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F505,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F506,4,4,4,4,4,4,5,5,5,5,5,5
Minnesota ADAPT,P3,F563,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F564,4,4,4,4,4,4,4,4,4,3,3,3
Minnesota ADAPT,P3,F565,3,3,3,3,3,3,4,4,4,4,4,3
Minnesota ADAPT,P3,F566,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F567,2,2,2,2,2,2,2,2,2,1,1,2
Minnesota ADAPT,P3,F6,4,4,3,3,4,4,4,4,4,4,4,4
Minnesota ADAPT,P3,F612,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F613,1,1,1,1,1,1,1,1,1,2,2,2
Minnesota ADAPT,P3,F614,3,3,3,3,3,3,2,2,2,2,3,2
Minnesota ADAPT,P3,F615,4,4,4,4,4,4,4,4,4,4,3,3
Minnesota ADAPT,P3,F619,11,11,12,14,14,13,13,13,13,14,14,14
Minnesota ADAPT,P3,F644,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F645,2,2,2,2,2,3,3,3,3,4,4,4
Minnesota ADAPT,P3,F646,3,3,3,3,3,3,3,3,3,2,2,2
Minnesota ADAPT,P3,F647,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F648,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F675,4,4,4,4,4,4,4,4,3,1,1,0
Minnesota ADAPT,P3,F676,2,2,3,3,3,4,4,4,4,4,4,4
Minnesota ADAPT,P3,F677,2,2,2,2,2,2,2,1,1,1,1,1
Minnesota ADAPT,P3,F7,4,4,5,5,5,5,5,5,5,5,5,5
Minnesota ADAPT,P3,F707,4,4,4,4,4,4,4,4,3,3,3,4
Minnesota ADAPT,P3,F711,2,3,3,2,2,2,2,2,1,1,1,1
Minnesota ADAPT,P3,F741,3,3,3,3,3,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F742,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F743,2,2,2,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F744,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F770,5,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P3,F771,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F772,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F778,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F792,2,2,2,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F793,1,1,1,1,1,1,1,1,1,2,2,2
Minnesota ADAPT,P3,F794,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P3,F795,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F8,3,3,3,3,4,4,3,2,2,2,2,2
Minnesota ADAPT,P3,F804,2,2,2,2,1,2,1,2,2,2,2,2
Minnesota ADAPT,P3,F805,4,4,4,4,4,4,4,4,4,3,3,3
Minnesota ADAPT,P3,F806,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F807,4,4,4,4,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F821,3,3,3,3,3,3,3,3,3,2,2,2
Minnesota ADAPT,P3,F822,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F827,4,4,4,4,3,3,3,3,3,3,3,4
Minnesota ADAPT,P3,F828,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F838,2,3,2,2,2,2,2,2,2,4,4,4
Minnesota ADAPT,P3,F852,3,3,3,3,3,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F862,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F869,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F877,1,1,1,1,1,1,1,1,1,1,1,0
Minnesota ADAPT,P3,F878,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F879,4,4,4,4,4,4,4,3,3,4,3,3
Minnesota ADAPT,P3,F891,2,2,2,2,3,3,3,4,3,4,4,4
Minnesota ADAPT,P3,F9,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P3,F907,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P3,F908,0,1,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F909,3,3,3,2,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F921,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P3,F922,2,2,2,2,2,2,3,3,3,3,3,3
Minnesota ADAPT,P3,F927,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F933,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F934,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F939,1,1,1,1,2,2,2,2,2,1,1,1
Minnesota ADAPT,P3,F940,2,2,2,2,2,2,2,2,2,3,3,3
Minnesota ADAPT,P3,F944,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F959,0,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F963,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P3,F971,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F992,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F993,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P3,F994,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P3,F999,0,0,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F1000,2,2,2,2,2,2,2,1,1,1,1,1
Minnesota ADAPT,P32,F1012,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P32,F1025,0,0,0,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F1055,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F1062,0,0,0,1,1,1,1,1,1,1,2,2
Minnesota ADAPT,P32,F1084,0,0,0,0,0,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F1090,0,0,0,0,0,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F1098,0,0,0,0,0,0,2,2,2,2,2,2
Minnesota ADAPT,P32,F1133,0,0,0,0,0,0,0,0,1,1,1,1
Minnesota ADAPT,P32,F1136,0,0,0,0,0,0,0,0,0,1,1,1
Minnesota ADAPT,P32,F1150,0,0,0,0,0,0,0,0,0,1,1,1
Minnesota ADAPT,P32,F1180,0,0,0,0,0,0,0,0,0,0,1,1
Minnesota ADAPT,P32,F176,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F177,3,4,4,4,4,4,4,3,4,4,4,4
Minnesota ADAPT,P32,F178,2,2,2,3,3,3,4,4,2,2,2,2
Minnesota ADAPT,P32,F179,2,2,2,2,2,2,2,1,1,1,1,1
Minnesota ADAPT,P32,F180,4,4,4,4,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F290,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F291,2,2,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F292,55,55,57,55,54,58,61,62,64,62,55,52
Minnesota ADAPT,P32,F387,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F388,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P32,F389,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P32,F475,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F476,25,25,24,25,26,26,24,24,24,24,24,23
Minnesota ADAPT,P32,F477,4,4,3,3,3,3,3,2,2,2,2,1
Minnesota ADAPT,P32,F530,3,2,2,2,2,2,2,2,3,4,3,3
Minnesota ADAPT,P32,F531,3,3,4,4,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F532,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F533,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P32,F540,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F541,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F55,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F56,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F564,4,4,4,4,4,4,4,4,4,3,3,3
Minnesota ADAPT,P32,F565,3,3,3,3,3,3,4,4,4,4,4,3
Minnesota ADAPT,P32,F566,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F57,1,1,3,3,4,4,4,4,3,3,3,3
Minnesota ADAPT,P32,F58,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F585,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F586,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F587,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F588,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F589,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F59,2,2,2,2,2,2,2,2,2,2,2,1
Minnesota ADAPT,P32,F60,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P32,F626,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P32,F647,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F653,2,2,2,1,2,2,1,1,1,3,3,2
Minnesota ADAPT,P32,F655,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F665,1,1,1,1,0,0,0,0,1,1,1,1
Minnesota ADAPT,P32,F666,1,1,1,1,1,0,0,0,0,0,0,0
Minnesota ADAPT,P32,F667,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F668,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F682,3,3,3,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F683,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F690,3,3,3,3,3,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F691,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F692,3,3,2,2,2,2,2,2,2,2,2,1
Minnesota ADAPT,P32,F693,4,4,4,4,4,4,4,4,3,3,4,4
Minnesota ADAPT,P32,F694,2,2,2,2,2,2,3,2,2,1,2,2
Minnesota ADAPT,P32,F718,4,4,3,3,3,4,4,4,4,4,4,4
Minnesota ADAPT,P32,F727,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F728,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F739,6,6,6,6,6,6,6,6,6,6,6,6
Minnesota ADAPT,P32,F74,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F75,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F755,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F760,13,14,14,15,15,15,15,15,14,13,13,13
Minnesota ADAPT,P32,F761,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F783,4,4,4,4,4,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F784,3,3,3,3,3,4,4,4,4,4,3,3
Minnesota ADAPT,P32,F785,3,3,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P32,F792,2,2,2,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F806,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F843,4,4,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F850,1,1,1,1,1,1,1,2,2,2,1,2
Minnesota ADAPT,P32,F866,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P32,F870,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F878,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F888,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F903,4,4,4,4,4,4,4,4,4,4,4,4
Minnesota ADAPT,P32,F908,0,1,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F914,1,1,1,1,1,1,1,1,1,0,0,0
Minnesota ADAPT,P32,F915,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F925,4,4,4,4,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F931,1,1,2,2,2,2,3,3,3,2,2,2
Minnesota ADAPT,P32,F936,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F944,3,3,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F973,2,2,2,2,2,2,2,2,2,2,2,2
Minnesota ADAPT,P32,F985,0,0,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F986,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P32,F997,2,2,3,3,3,3,3,3,3,3,3,3
Minnesota ADAPT,P32,F998,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P44,F1076,0,0,0,0,1,1,1,1,1,1,1,1
Minnesota ADAPT,P44,F1079,0,0,0,0,1,1,1,1,1,1,1,1
Minnesota ADAPT,P44,F1081,1,1,1,1,1,1,1,1,1,1,1,1
Minnesota ADAPT,P44,F1098,0,0,0,0,0,0,2,2,2,2,2,2
Minnesota ADAPT,P44,F1102,0,0,0,0,0,1,1,1,1,1,1,1
Minnesota ADAPT,P44,F1119,0,0,0,0,0,0,0,1,1,1,1,1
Minnesota ADAPT,P44,F1130,0,0,0,0,0,0,0,0,2,4,5,5
Minnesota ADAPT,P44,F1155,0,0,0,0,0,0,0,0,0,1,1,1
Minnesota ADAPT,P44,F1163,0,0,0,0,0,0,0,0,0,0,1,1
